entry_id,source_text(原文),translation_zh(译文)
so|StateSO|resources.assets|29311|_description,"A Midnight Mark can [[Quell]] or [[Wither]] - unlocking conversation choices that require those Aspects. It'll also give a bonus to Skills when placed in an Active slot. Be careful - whatever you do with it, it's a one-use item.","午夜印记可以[[镇伏]]或[[凋零]]——解锁需要这些性相的对话选项。放入活跃栏位时,它还会为技艺提供加成。小心——无论你拿它做什么,它都是一次性物品。"
so|StateSO|resources.assets|29311|_displayName,Midnight Mark Crafted,午夜印记已炼制
so|StateSO|resources.assets|29314|_displayName,Train,火车
so|StateSO|resources.assets|29316|_description,I've learnt where to look for Nina Lagasse. I have no need to pester Dr A in his dreams.,我已经知道该去哪里寻找尼娜·拉加斯了。没有必要再到梦里纠缠 A 医生。
so|StateSO|resources.assets|29321|_description,I already have the information I need about Nina. There is no reason to coerce Dr A.,"关于尼娜,我需要的消息已经到手。没有理由再去逼迫 A 医生。"
so|StateSO|resources.assets|29325|_description,"I've followed Nina to the city of Antibes, in the French State - the southern half of divided France.","我一路跟随尼娜,来到法兰西邦国的昂蒂布城——分裂的法国,南边的那一半。"
so|StateSO|resources.assets|29330|_displayName,Autumn,秋天
so|StateSO|resources.assets|29332|_displayName,Summer,夏天
so|StateSO|resources.assets|29337|_description,Zèlia wants to know if I'm the 'signaire' she tried to summon.,"泽莉亚想知道,我是不是她试图召唤的那个「符师」。"
so|StateSO|resources.assets|29338|_description,"I've made a useful connection with the bookseller Andrée, and can buy her other wares.","我与书商安德烈搭上了一条有用的门路,如今可以买她的其他货品了。"
so|StateSO|resources.assets|29338|_displayName,Connection,人脉
so|StateSO|resources.assets|29340|_description,Left Strathcoyne's Churchills untouched.,没动斯特拉斯科因的丘吉尔型。
so|StateSO|resources.assets|29340|_displayName,Untouched,未动
so|StateSO|resources.assets|29341|_description,Comfortably on the sofa.,"舒舒服服地,搁在沙发上。"
so|StateSO|resources.assets|29341|_displayName,Sofa,沙发
so|StateSO|resources.assets|29348|_description,"A Witch's Knot can [[Bewitch]] or [[Entwine]] - unlocking conversation choices that require those Aspects. It'll also give a bonus to Skills when placed in an Active slot. Be careful - whatever you do with it, it's a one-use item.","女巫结可以[[蛊惑]]或[[缠绕]]——解锁需要这些性相的对话选项。放入活跃栏位时,它还会为技艺提供加成。小心——无论你拿它做什么,它都是一次性物品。"
so|StateSO|resources.assets|29348|_displayName,Witch's Knot Crafted,女巫结已炼制
so|StateSO|resources.assets|29353|_description,I found Nina! She'll help me... if I bring her the name of the nun at the Couvent Saint-Mamert de Raveline who is with child.,"我找到尼娜了!她会帮我……只要我带给她一个名字:拉韦林的圣马梅尔修道院里,那位怀有身孕的修女的名字。"
so|StateSO|resources.assets|29353|_displayName,White Shadow,白影
so|StateSO|resources.assets|29357|_description,"I agreed to consider Zèlia's request. This means I could fulfil it, ignore it, or try to deceive her.

[Create a Wither item with an Unworldly Art, and find an opportunity to taint Philomèle's food or drink. Or speak with Philomèle, then return to Zèlia and pretend you did as she asked. Or just move on.]","我答应考虑泽莉亚的请求。这意味着,我可以成全它,可以无视它,也可以设法欺骗她。

[用一门非尘世技艺炼制一件凋零之物,再找个机会,在菲洛梅尔的食物或饮品里动手脚。或者,先与菲洛梅尔谈谈,再回到泽莉亚面前,假装已照她所托行事。或者,干脆就此作罢。]"
so|StateSO|resources.assets|29357|_displayName,Considering,考虑中
so|StateSO|resources.assets|29363|_displayName,Survival,幸存
so|StateSO|resources.assets|29367|_description,Aubière submitted to my blackmail - with surprising grace.,奥比埃屈从了我的敲诈——带着出人意料的从容。
so|StateSO|resources.assets|29367|_displayName,Compulsion,胁迫
so|StateSO|resources.assets|29368|_displayName,Spring,春天
so|StateSO|resources.assets|29371|_description,"I could use my Unworldly skills to enter Aubière's dream and learn his secret. [Use Nyctodromy, Ithastry or Bosk to craft Labrikon, and take it to bed.]","我可以用非尘世技艺进入奥比埃的梦境,探知他的秘密。[用夜游术、盗火术或丛林学炼制拉布里孔,然后带着它入睡。]"
so|StateSO|resources.assets|29371|_displayName,Plan,计划
so|TMP_DropdownWithCallbacks|level12|23068|m_Options.m_Options[0].m_Text,None: Pan as you prefer,无:平移随您喜好
so|TMP_FontAsset|resources.assets|28260|m_CreationSettings.sourceFontFileGUID,fedbdab286218c341beba85094820c6d,fedbdab286218c341beba85094820c6d
so|TMP_FontAsset|resources.assets|28261|m_CreationSettings.sourceFontFileGUID,a6b5d7ad448b687408e19c2bf9b897ff,a6b5d7ad448b687408e19c2bf9b897ff
so|TMP_FontAsset|resources.assets|28262|m_CreationSettings.sourceFontFileGUID,e3265ab4bf004d28a9537516768c1c75,e3265ab4bf004d28a9537516768c1c75
so|TMP_FontAsset|resources.assets|28262|m_fontInfo.Name,Liberation Sans,Liberation Sans
so|TMP_FontAsset|resources.assets|28264|m_CreationSettings.sourceFontFileGUID,018b7293075ebea4d818f78f2a6b7e48,018b7293075ebea4d818f78f2a6b7e48
so|TMP_FontAsset|resources.assets|28266|m_CreationSettings.sourceFontFileGUID,d7bd51b5c8da07d49ae0294b1a3e7305,d7bd51b5c8da07d49ae0294b1a3e7305
so|TMP_FontAsset|resources.assets|28268|m_CreationSettings.sourceFontFileGUID,c21c654a0dddfd049a56caaab7f6ae6d,c21c654a0dddfd049a56caaab7f6ae6d
so|TMP_FontAsset|resources.assets|28269|m_CreationSettings.sourceFontFileGUID,79f7add01a49ca44797a450d345356c5,79f7add01a49ca44797a450d345356c5
so|TMP_FontAsset|resources.assets|28270|m_CreationSettings.sourceFontFileGUID,62ffc3ed7930edd408c1f922f30772f3,62ffc3ed7930edd408c1f922f30772f3
so|TMP_FontAsset|resources.assets|28271|m_CreationSettings.sourceFontFileGUID,1c3ab41d34136064f810185ff8043a5a,1c3ab41d34136064f810185ff8043a5a
so|TMP_FontAsset|resources.assets|28272|m_CreationSettings.sourceFontFileGUID,7ed86ad1c76d7a54f87f486de9bc5a5c,7ed86ad1c76d7a54f87f486de9bc5a5c
so|TMP_FontAsset|resources.assets|28273|m_CreationSettings.sourceFontFileGUID,e9e7df81a27360846b8667c2ddb54ded,e9e7df81a27360846b8667c2ddb54ded
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[0].name,Smiling face with smiling eyes,Smiling face with smiling eyes
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[10].name,1f606,1f606
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[11].name,1f609,1f609
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[12].name,1f618,1f618
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[13].name,1f923,1f923
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[14].name,263a,263a
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[1].name,1f60b,1f60b
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[2].name,1f60d,1f60d
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[3].name,1f60e,1f60e
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[4].name,Grinning face,Grinning face
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[5].name,1f601,1f601
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[6].name,Face with tears of joy,Face with tears of joy
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[7].name,1f603,1f603
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[8].name,1f604,1f604
so|TMP_SpriteAsset|resources.assets|28274|spriteInfoList[9].name,1f605,1f605
so|TaggedNodeCountGate|resources.assets|28773|_label,TagChosen,TagChosen
so|TaggedNodeCountGate|resources.assets|28774|_label,TagChosen2Times,TagChosen2Times
so|TaggedNodeCountGate|resources.assets|28775|_label,TagChosen3Times,TagChosen3Times
so|TaggedNodeCountGate|resources.assets|28776|_label,TagChosen4Times,TagChosen4Times
so|TaggedNodeCountGate|resources.assets|28777|_label,TagChosenSinceTravel,TagChosenSinceTravel
so|TaggedNodeCountGate|resources.assets|28778|_label,TagChosenSinceTravel2Times,TagChosenSinceTravel2Times
so|TaggedNodeCountGate|resources.assets|28779|_label,TagChosenSinceTravel3Times,TagChosenSinceTravel3Times
so|TaggedNodeCountGate|resources.assets|28780|_label,TagNeverChosen,TagNeverChosen
so|TaggedNodeCountGate|resources.assets|28781|_label,TagUnvisitedSinceTravel,TagUnvisitedSinceTravel
so|TaggedNodeCountGate|resources.assets|28782|_label,TagVisitedSinceTravel2Times,TagVisitedSinceTravel2Times
so|TaggedNodeCountGate|resources.assets|28783|_label,TagVisitedSinceTravel3Times,TagVisitedSinceTravel3Times
so|TaggedNodeCountValue|resources.assets|28784|_label,TagVisitsDouble,TagVisitsDouble
so|TaggedNodeCountValue|resources.assets|28785|_label,TagVisitsDoubleNoRepeat,TagVisitsDoubleNoRepeat
so|TaggedNodeCountValue|resources.assets|28786|_label,TagVisitsQuad,TagVisitsQuad
so|TaggedNodeCountValue|resources.assets|28787|_label,TagVisitsQuint,TagVisitsQuint
so|TaggedNodeCountValue|resources.assets|28788|_label,TagVisitsQuintNoRepeat,TagVisitsQuintNoRepeat
so|TaggedNodeCountValue|resources.assets|28789|_label,TagVisitsSingle,TagVisitsSingle
so|TaggedNodeCountValue|resources.assets|28790|_label,TagVisitsSingleNoRepeat,TagVisitsSingleNoRepeat
so|TaggedNodeCountValue|resources.assets|28791|_label,TagVisitsTriple,TagVisitsTriple
so|TextMeshProUGUI|level10|2616|m_text,A gentleman does not go out into the street while wearing his dressing-gown unless the house is on fire. Even a dressing-gown as elegant as this dressing-gown.,"一位绅士不会穿着晨衣上街,除非房子着了火。即便是这样一件优雅的晨衣,也不例外。"
so|TextMeshProUGUI|level10|2619|m_text,"In sorrowful spasms, the hands twitch backwards. Since the War in the Sun, few clocks in Europe keep meaningful time.","指针在哀恸的痉挛中向后抽动。自太阳之战以来,欧洲已少有钟表守着有意义的时间。"
so|TextMeshProUGUI|level10|2620|m_text,"Everything too battered or difficult or unfashionable
to be seen in the sanitarium - it goes in here,
 tidied away so Aubière never has to think about it.","一切过于破旧、过于棘手、过于不时兴,
不便在疗养院示人的东西——都收进这里,
 拾掇停当,好让奥比埃永远不必再想起它们。"
so|TextMeshProUGUI|level10|2621|m_text,"A cracked mirror, not discarded but kept here,
in this chamber of concealed business.","一面破裂的镜子,没有丢弃,而是收在这间藏着不可告人之事的密室里。"
so|TextMeshProUGUI|level10|2622|m_text,A Matisse? Yes; it's signed. The subject is clearly someone he desired; or at least loved. Perhaps only someone he had to follow?,"一幅马蒂斯?是的,上面有签名。画中人显然是他渴望过的什么人;至少,是他爱过的。也许,只是他不得不追随的什么人?"
so|TextMeshProUGUI|level10|2623|m_text,"An Aaron Douglas woodcut of O'Neill's 'Emperor Jones'. I remember the play. The rebels killed Jones with a silver bullet; but he'd been a rebel too, in the beginning.","亚伦·道格拉斯的一幅木刻版画,取材自奥尼尔的《琼斯皇》。我记得这出戏。叛军们用银子弹打死了琼斯;但最初,他也曾是个叛军。"
so|TextMeshProUGUI|level10|2624|m_text,'Frida Kahlo'. I hadn't heard of her. Is this a self-portrait? That face painted on her brow. Does he rule her? Or has she captured him?,「弗里达·卡罗」。我没听说过她。这是自画像吗?她眉间画着的那张脸。是他支配着她?还是她俘获了他?
so|TextMeshProUGUI|level10|2625|m_text,"Adolph Gottlieb, 'Sleep Mask'. I remember a Bureau notice about Gottlieb, before the war. He was beginning to use the imagery of proscribed dreams.","阿道夫·戈特利布,《睡梦面具》。我记得战前防剿局有一份关于戈特利布的通报。他那时已开始运用被查禁之梦的意象。"
so|TextMeshProUGUI|level10|2626|m_text,"Deadeningly tasteful, visibly expensive. So that's how it is here.","沉闷乏味的雅致,明摆着的昂贵。原来这里是这样。"
so|TextMeshProUGUI|level10|2627|m_text,"The hands rotate lazily, like circling dragonflies. Since the Wars, clocks have grown unhelpful.","指针懒洋洋地转着,像盘旋的蜻蜓。战争之后,钟表已帮不上什么忙。"
so|TextMeshProUGUI|level10|2631|m_text,Dorem ipsum.,Dorem ipsum.
so|TextMeshProUGUI|level10|2635|m_text,Fridge,冰箱
so|TextMeshProUGUI|level10|2639|m_text,Who lights a fire in weather like this? Does Strathcoyne need warmth since his changes began? Or has someone been disposing of evidence?,"这样的天气,谁会生火?斯特拉斯科因的变化开始之后,他需要温暖了吗?抑或,是有人在销毁证据?"
so|TextMeshProUGUI|level10|2644|m_text,[Display Name],[Display Name]
so|TextMeshProUGUI|level10|2649|m_text,"The hands quiver desperately, as if trying to break free of this moment. Twelve division-marks watch hungrily. The Wars were hard on clocks.","指针绝望地颤抖着,仿佛要挣脱这一刻。十二道刻度贪婪地注视着。战争对钟表并不友善。"
so|TextMeshProUGUI|level10|2652|m_text,[Artist],[Artist]
so|TextMeshProUGUI|level10|2658|m_text,Override,覆盖
so|TextMeshProUGUI|level10|2659|m_text,"Night in Antibes. Nothing out there for me until morning. 
Except, if I were really unlucky, spidermist.","昂蒂布的夜晚。天亮之前,外面没有我要找的东西。
除非我当真倒霉,碰上蛛雾。"
so|TextMeshProUGUI|level10|2660|m_text,Collect All,全部收取
so|TextMeshProUGUI|level10|2661|m_text,Enter track id...,输入音轨 ID...
so|TextMeshProUGUI|level11|1716|m_text,"Westergren, the Lantern-long that at the Bureau we used to call the Diarist. As I recall, we were hunting Westergren back in the Twenties - but someone else got to him first.","韦斯特格伦,那个灯之长生者,防剿局过去叫他「日记人」。我记得,二十年代我们就在追捕韦斯特格伦——但有人先一步得手了。"
so|TextMeshProUGUI|level11|1717|m_text,"Neatly made, but patched with undisturbed lichen. It must have been weeks at least since anyone slept in these sheets.","铺得整整齐齐,却打着无人惊扰的苔藓补丁。至少有好几个星期,没人睡过这床单了。"
so|TextMeshProUGUI|level11|1718|m_text,An early Renoir? The scent of flowers also hangs in the hall...,一幅早期的雷诺阿?花香也在厅堂里萦绕……
so|TextMeshProUGUI|level11|1719|m_text,In every light the petals glow.,"无论何种光线,花瓣都泛着微光。"
so|TextMeshProUGUI|level11|1720|m_text,Fibres clogged with mud and vegetable matter.,纤维间塞满了泥浆与植物碎屑。
so|TextMeshProUGUI|level11|1721|m_text,"Jacob Lawrence.
Choking on they went
to iron future radiant","雅各布·劳伦斯。
他们呛咳着继续前行,
走向铁铸的灼亮未来"
so|TextMeshProUGUI|level11|1722|m_text,"Louis Bellon.
Sunset-red roofs
above grape-bowed vines.","路易·贝隆。
落日绯红的屋顶,
悬于被葡萄压弯的藤蔓之上"
so|TextMeshProUGUI|level11|1723|m_text,"Louis Bellon.
Golden hills watchful
through slow-sighing cypress.","路易·贝隆。
金色的山丘凝神守望,
透过缓缓叹息的柏树"
so|TextMeshProUGUI|level11|1724|m_text,"Norman Lewis.
Everything and more
joys the arteries.","诺曼·刘易斯。
一切,乃至更多,
令血脉欢愉"
so|TextMeshProUGUI|level11|1725|m_text,"I've only seen these roses since the Wars. 'Magpie roses', I hear them called. 'The skewbald rose'. Or 'dappled'.","战争之后,我才见过这种玫瑰。我听人叫它们「喜鹊玫瑰」,或者「花斑玫瑰」、「斑驳玫瑰」。"
so|TextMeshProUGUI|level11|1733|m_text,"An empty room - Nina's old room -
mine, now. I'm getting closer.","一间空荡荡的房间——尼娜从前的房间——
如今是我的了。我越来越近了。"
so|TextMeshProUGUI|level11|1739|m_text,"Whatever passes in front of this mirror, it displays only a shoulder of black rock between a scattering of snow. Sight, sense, and light are all sometime casualties of the Wars.","无论什么东西从这面镜子前经过,它都只映出散雪之间的一道黑岩山肩。视觉、感官与光,都曾是战争的罹难者。"
so|TextMeshProUGUI|level12|21079|m_text,Current Outfit,当前行头
so|TextMeshProUGUI|level12|21080|m_text,Sofia,索菲娅
so|TextMeshProUGUI|level12|21082|m_text,Night Arts,夜之技艺
so|TextMeshProUGUI|level12|21083|m_text,Gristwood anagthingie,格里斯特伍德立体小玩意儿
so|TextMeshProUGUI|level12|21090|m_text,Active Tools,活跃工具
so|TextMeshProUGUI|level12|21091|m_text,"<i>The Church denies that the Forge of Days split the Sun. Most adepts reject their denial.</i>

Converts two Lantern Memories to one Forge Memory, with an existing Winter Memory as a catalyst.","<i>教会否认白日铸炉劈裂了太阳。多数修士都不信教会的否认。</i>

将两条灯之回忆转化为一条铸之回忆,以一条已有的冬之回忆作为催化。"
so|TextMeshProUGUI|level12|21094|m_text,AK-COPY: Something went wrong — try again.,AK-COPY:出了点差错——请再试一次。
so|TextMeshProUGUI|level12|21097|m_text,The Eye of the Ministries,联盟之眼
so|TextMeshProUGUI|level12|21098|m_text,Quest,任务
so|TextMeshProUGUI|level12|21105|m_text,Ambient Volume,环境音量
so|TextMeshProUGUI|level12|21108|m_text,Thessaloniki,塞萨洛尼基
so|TextMeshProUGUI|level12|21119|m_text,Aloquence +22,雄辩术 +22
so|TextMeshProUGUI|level12|21120|m_text,Footnote search,脚注搜索
so|TextMeshProUGUI|level12|21136|m_text,Wardrobe,衣柜
so|TextMeshProUGUI|level12|21139|m_text,Thunderpig,雷猪
so|TextMeshProUGUI|level12|21152|m_text,"<i>'Our company it was that shattered it,' Ghirbi says suddenly. He begins again to weep his molten tears...</i>
 -- Conversations at the Stag Door","<i>「打碎它的,正是我们这一众,」吉比尔忽然说道。他再一次流下熔融的泪……</i>
——出自《牡鹿之门闲谈》"
so|TextMeshProUGUI|level12|21159|m_text,ESC,ESC
so|TextMeshProUGUI|level12|21164|m_text,0.8s,0.8 秒
so|TextMeshProUGUI|level12|21166|m_text,Zophistication +22,贼世故 +22
so|TextMeshProUGUI|level12|21170|m_text,"Médecin-lieutenant, Légion du Seuil (libéré)",门关军团军医中尉(已退役)
so|TextMeshProUGUI|level12|21172|m_text,Cork,科克
so|TextMeshProUGUI|level12|21182|m_text,"Click to 
save new game","点击
保存新游戏"
so|TextMeshProUGUI|level12|21186|m_text,Zpivvery +22,皮维里 +22
so|TextMeshProUGUI|level12|21199|m_text,Zouche,祖什
so|TextMeshProUGUI|level12|21209|m_text,Naples,那不勒斯
so|TextMeshProUGUI|level12|21213|m_text,Relevant,相关
so|TextMeshProUGUI|level12|21226|m_text,"""There is never only one History.""",「历史从来不止一条。」
so|TextMeshProUGUI|level12|21229|m_text,Finished,完成
so|TextMeshProUGUI|level12|21230|m_text,"La Malaise
Raveline","拉韦林的
不适"
so|TextMeshProUGUI|level12|21232|m_text,Apply,应用
so|TextMeshProUGUI|level12|21237|m_text,Signs,印记
so|TextMeshProUGUI|level12|21242|m_text,"100<size=250%><sprite=""currency"" name=""currency dollar""></size>","100<size=250%><sprite=""currency"" name=""currency dollar""></size>"
so|TextMeshProUGUI|level12|21243|m_text,Sound Effects Volume,音效音量
so|TextMeshProUGUI|level12|21246|m_text,Angry Snacks,愤怒零食
so|TextMeshProUGUI|level12|21258|m_text,Tamarack,美洲落叶松
so|TextMeshProUGUI|level12|21259|m_text,Load,读取
so|TextMeshProUGUI|level12|21282|m_text,Unlock with 10 Heart,以 10 心解锁
so|TextMeshProUGUI|level12|21289|m_text,Footnote subtlety,脚注含蓄度
so|TextMeshProUGUI|level12|21290|m_text,Adjustments,调整
so|TextMeshProUGUI|level12|21291|m_text,Rose Influence,引之影响
so|TextMeshProUGUI|level12|21295|m_text,"Bergs of
Amber","冰山之
琥珀"
so|TextMeshProUGUI|level12|21299|m_text,"Increase Skills, or buy new ones, with Experiences that match Skill Aspects.","用与技艺性相匹配的经验来提升技艺,或购买新的技艺。"
so|TextMeshProUGUI|level12|21303|m_text,"LibuŠe
Installation","莉布丝
装置"
so|TextMeshProUGUI|level12|21306|m_text,Skills,技艺
so|TextMeshProUGUI|level12|21315|m_text,Hold to Enter,长按进入
so|TextMeshProUGUI|level12|21320|m_text,Sardinia,撒丁岛
so|TextMeshProUGUI|level12|21325|m_text,"Frozen
Forests","冰封
森林"
so|TextMeshProUGUI|level12|21326|m_text,Pyrrhus,皮洛士
so|TextMeshProUGUI|level12|21331|m_text,Port-ugal,葡萄牙
so|TextMeshProUGUI|level12|21348|m_text,Piggerazzi,猪狗仔队
so|TextMeshProUGUI|level12|21354|m_text,UNLOCKED AT 5,5 级解锁
so|TextMeshProUGUI|level12|21356|m_text,The Ministries,联盟
so|TextMeshProUGUI|level12|21360|m_text,AK-COPY: Link this game to your Histories,AK-COPY: 将此游戏链接到你的历史
so|TextMeshProUGUI|level12|21361|m_text,Quality,质量
so|TextMeshProUGUI|level12|21363|m_text,AK-COPY: Histories isn't open yet — try again later.,AK-COPY: 历史尚未开启——请稍后再试。
so|TextMeshProUGUI|level12|21364|m_text,"To change your Outfit, find a Wardrobe area.","要更换行头,请寻找衣橱区域。"
so|TextMeshProUGUI|level12|21369|m_text,Tirana,地拉那
so|TextMeshProUGUI|level12|21379|m_text,UNLOCKED AT 15,15 级解锁
so|TextMeshProUGUI|level12|21383|m_text,AUDIO,音频
so|TextMeshProUGUI|level12|21392|m_text,In your wallet:,你的钱包中:
so|TextMeshProUGUI|level12|21397|m_text,Report Bug (F10),报告错误 (F10)
so|TextMeshProUGUI|level12|21404|m_text,Hold to Travel,长按旅行
so|TextMeshProUGUI|level12|21408|m_text,Screen mode,屏幕模式
so|TextMeshProUGUI|level12|21412|m_text,Passions,激情
so|TextMeshProUGUI|level12|21413|m_text,"Collect
","收取
"
so|TextMeshProUGUI|level12|21415|m_text,"French
State","法兰西
邦国"
so|TextMeshProUGUI|level12|21421|m_text,Accept,接受
so|TextMeshProUGUI|level12|21427|m_text,Luxem-bourg,卢森堡
so|TextMeshProUGUI|level12|21428|m_text,Hearth,炉边
so|TextMeshProUGUI|level12|21429|m_text,mimata,米玛塔
so|TextMeshProUGUI|level12|21440|m_text,Crafting,炼制
so|TextMeshProUGUI|level12|21443|m_text,Atlantic Ocean,大西洋
so|TextMeshProUGUI|level12|21460|m_text,AK-COPY: Enter it within ~1 hour.,AK-COPY: 请在约 1 小时内输入。
so|TextMeshProUGUI|level12|21461|m_text,"<voffset=0.1oem><size=125%><sprite=""currency"" name=cigarette></voffset></size>100","<voffset=0.1oem><size=125%><sprite=""currency"" name=cigarette></voffset></size>100"
so|TextMeshProUGUI|level12|21467|m_text,STATEMENT OF ACCOUNT,账户对账单
so|TextMeshProUGUI|level12|21475|m_text,Middle Click to Focus,中键点击聚焦
so|TextMeshProUGUI|level12|21481|m_text,"<sprite=""currency"" name=""currency pound"">","<sprite=""currency"" name=""currency pound"">"
so|TextMeshProUGUI|level12|21484|m_text,Legend,图例
so|TextMeshProUGUI|level12|21485|m_text,Entry requirements: at least one of...,入场要求:至少符合下列之一…
so|TextMeshProUGUI|level12|21487|m_text,"<i><b>Current Alias:</b></i> Mr Spencer Hobson
","<i><b>当前化名:</b></i> 斯宾塞·霍布森先生
"
so|TextMeshProUGUI|level12|21497|m_text,Shadowed Place,幽暗之地
so|TextMeshProUGUI|level12|21503|m_text,Analytics consent,数据分析同意
so|TextMeshProUGUI|level12|21504|m_text,"Current
 Traces","当前
 痕迹"
so|TextMeshProUGUI|level12|21508|m_text,"Extremely dangerous quadruped, known for snortling, truffle- snouting and a billious dislike of cheese.

<i>“I am fond of pigs. Dogs look up to us. Cats look down on us. Pigs treat us as equals.” — Winston Churchill</i>","极其危险的四足兽,以喷鼻息、拱掘松露和对奶酪的深恶痛绝而闻名。

<i>「我喜欢猪。狗仰视我们,猫俯视我们,猪以平辈待我们。」——温斯顿·丘吉尔</i>"
so|TextMeshProUGUI|level12|21521|m_text,Total Skills,技艺总数
so|TextMeshProUGUI|level12|21538|m_text,Save,保存
so|TextMeshProUGUI|level12|21540|m_text,"“Work, Family, Homeland.” When the Republic fell, the rump government in the south joined forces with the Enemy, preserving a kind of independence as l’Etat Francais. As the Enemy retreated, the State joined instead with the Allies, to preserve its indepennce again. And so poor France is sundered still, with Darlan and De Gaulle the bitterest enemies.","「劳动、家庭、祖国。」共和国倾覆后,南方残余政府与敌人联手,以法兰西国的名号保住了某种独立。敌人退却后,邦国又转而与盟友结盟,再次保住了自身的独立。于是可怜的法国至今仍被割裂,达尔朗与戴高乐成了最不共戴天的仇敌。"
so|TextMeshProUGUI|level12|21541|m_text,Spend Experiences to increase Passions or gain new ones - as long as  your actions fit those Passions.,"消耗经验以提升激情,或获得新的激情——只要你的行动契合这些激情即可。"
so|TextMeshProUGUI|level12|21549|m_text,Currently Active,当前激活
so|TextMeshProUGUI|level12|21550|m_text,Dormant,休眠
so|TextMeshProUGUI|level12|21552|m_text,Person of Interest,重点人物
so|TextMeshProUGUI|level12|21555|m_text,Active,激活
so|TextMeshProUGUI|level12|21559|m_text,"You are skilled enough for this recipe… but only with Hushery in a <sprite=""VenueImages"" name=""quietplace""> Quiet Place or <sprite=""VenueImages"" name=""shadowedplace""> Shadowed Place","你的技艺足以应付此配方……但只有身处<sprite=""VenueImages"" name=""quietplace"">安静之地或<sprite=""VenueImages"" name=""shadowedplace"">幽暗之地施展静默术时才可。"
so|TextMeshProUGUI|level12|21563|m_text,MERCHANT BUYS...,商贩收购…
so|TextMeshProUGUI|level12|21571|m_text,You are here,你在这里
so|TextMeshProUGUI|level12|21580|m_text,+1 [ASPECT] Experience,+1 [ASPECT] 经验
so|TextMeshProUGUI|level12|21581|m_text,Ministry Sphere of Influence,联盟势力范围
so|TextMeshProUGUI|level12|21599|m_text,AK-COPY: Copy code,AK-COPY: 复制代码
so|TextMeshProUGUI|level12|21606|m_text,In Progress,进行中
so|TextMeshProUGUI|level12|21611|m_text,Create a forge influence,创造铸之影响
so|TextMeshProUGUI|level12|21616|m_text,Nether-lands,荷兰
so|TextMeshProUGUI|level12|21620|m_text,Alb-ania,阿尔巴尼亚
so|TextMeshProUGUI|level12|21629|m_text,Istanbul,伊斯坦布尔
so|TextMeshProUGUI|level12|21630|m_text,Bucharest,布加勒斯特
so|TextMeshProUGUI|level12|21637|m_text,Search for an unlocked Footnote...,搜索已解锁的脚注…
so|TextMeshProUGUI|level12|21647|m_text,Ranks:,等级:
so|TextMeshProUGUI|level12|21663|m_text,catalyst,催化剂
so|TextMeshProUGUI|level12|21665|m_text,Visuals,画面
so|TextMeshProUGUI|level12|21667|m_text,Kionn,基翁
so|TextMeshProUGUI|level12|21669|m_text,Blockade,封锁
so|TextMeshProUGUI|level12|21674|m_text,Travel Map,旅行地图
so|TextMeshProUGUI|level12|21681|m_text,"Ice
Crowns","冰
冠"
so|TextMeshProUGUI|level12|21682|m_text,Choose an item,选择一件物品
so|TextMeshProUGUI|level12|21685|m_text,Starry Abysms,缀星深渊
so|TextMeshProUGUI|level12|21686|m_text,"Plague of
leaves","瘟疫之
叶"
so|TextMeshProUGUI|level12|21694|m_text,Quiet Place,安静之地
so|TextMeshProUGUI|level12|21705|m_text,TOOL,工具
so|TextMeshProUGUI|level12|21711|m_text,"Henry Ix
Bridge","亨利九世
桥"
so|TextMeshProUGUI|level12|21718|m_text,Experiences,经验
so|TextMeshProUGUI|level12|21721|m_text,Your items,你的物品
so|TextMeshProUGUI|level12|21722|m_text,"<i><b>Serial No.</b></i> - 036777
<i><b>Date of Issue.</i></b> - 02/11/1948","<i><b>编号:</b></i> - 036777
<i><b>签发日期.</i></b> - 02/11/1948"
so|TextMeshProUGUI|level12|21724|m_text,Bosk +22,丛林学 +22
so|TextMeshProUGUI|level12|21726|m_text,In Merchant's Till: ,商贩钱匣中: 
so|TextMeshProUGUI|level12|21728|m_text,Music Volume,音乐音量
so|TextMeshProUGUI|level12|21734|m_text,Tailor,裁缝
so|TextMeshProUGUI|level12|21737|m_text,Sarajevo,萨拉热窝
so|TextMeshProUGUI|level12|21738|m_text,Venues,场地
so|TextMeshProUGUI|level12|21750|m_text,"French
Republic","法兰西
共和国"
so|TextMeshProUGUI|level12|21763|m_text,Zophistication -22,贼世故 -22
so|TextMeshProUGUI|level12|21764|m_text,Master volume,主音量
